iati-identifier,title,country,region,default-currency,commitment,disbursement,reimbursement,expenditure,loan-repayment,interest-repayment,description,start-planned,start-actual,end-planned,end-actual,activity-status-code,activity-status,policy-markers,policy-marker-vocabulary,policy-marker-significance,policy-marker-codes,contact-organisation,contact-telephone,contact-email,contact-mailing-address,default-tied-status-code,default-tied-status,
"US-EIN-941655673-23676","for general support of the Make Trade Fair campaign program","","International","USD",2400000,0,0,0,0,0,"","2007-02-26","","2009-02-26","","","","","","","","Oxfam-America, Inc.","(617) 482-1211","","226 Causeway Street
Fifth Floor Boston, MA  02114-2206","5","Untied",
"US-EIN-941655673-28033","for general support of the Trade and Agriculture Policy Unit","United States","","USD",500000,0,0,0,0,0,"","2009-11-16","","2010-11-16","","","","","","","","Oxfam-America, Inc.","(617) 482-1211","","226 Causeway Street
Fifth Floor Boston, MA  02114-2206","5","Untied",
"US-EIN-941655673-29045","for poverty footprint studies to assess the impact of business operations in developing countries","","International","USD",250000,0,0,0,0,0,"","2009-11-16","","2010-11-16","","","","","","","","Oxfam-America, Inc.","(617) 482-1211","","226 Causeway Street
Fifth Floor Boston, MA  02114-2206","5","Untied",
"US-EIN-941655673-28619","for civil society to participate in developing a transparent system for managing Ghana's oil wealth","Ghana","","USD",120000,0,0,0,0,0,"","2009-07-20","","2010-07-20","","","","","","","","Oxfam-America, Inc.","(617) 482-1211","","226 Causeway Street
Fifth Floor Boston, MA  02114-2206","5","Untied",
"US-EIN-941655673-30064","for civil society to participate in developing a transparent system for managing Ghana's oil wealth","Ghana","","USD",500000,0,0,0,0,0,"","2010-11-15","","2012-11-15","","","","","","","","Oxfam-America, Inc.","(617) 482-1211","","226 Causeway Street
Fifth Floor Boston, MA  02114-2206","5","Untied",
"US-EIN-941655673-23615","for an initiative to reform the structure and delivery of U.S. foreign aid","","International","USD",2100000,0,0,0,0,0,"","2006-11-01","","2009-11-01","","","","","","","","Oxfam-America, Inc.","(617) 482-1211","","226 Causeway Street
Fifth Floor Boston, MA  02114-2206","5","Untied",
"US-EIN-941655673-29537","for the Aid Effectiveness Team","","International","USD",1200000,0,0,0,0,0,"","2010-03-22","","2011-03-22","","","","","","","","Oxfam-America, Inc.","(617) 482-1211","","226 Causeway Street
Fifth Floor Boston, MA  02114-2206","5","Untied",
"US-EIN-941655673-29833","for building the capacity of African policymakers for reproductive health issues","","Africa","USD",2100000,0,0,0,0,0,"","2010-11-15","","2012-11-15","","","","","","","","Partners in Population and Development","011-256-414-705400","","P.O. Box 2666 Kampala,    Uganda","5","Untied",
"US-EIN-941655673-26916","for an Information Technologies needs assessment","","Africa","USD",25500,0,0,0,0,0,"","2008-06-19","","2011-03-09","","","","","","","","Partners in Population and Development","011-256-414-705400","","P.O. Box 2666 Kampala,    Uganda","5","Untied",
"US-EIN-941655673-27201","for strengthening communications for a reinforced South-South cooperation in PPD member states","","International","USD",120000,0,0,0,0,0,"","2008-08-08","","2010-08-08","","","","","","","","Partners in Population and Development","011-256-414-705400","","P.O. Box 2666 Kampala,    Uganda","5","Untied",
"US-EIN-941655673-27306","for any of PPD-African Regional Office's charitable, scientific, literary, or educational purposes","","Africa","USD",1400000,0,0,0,0,0,"","2008-11-17","","2010-11-17","","","","","","","","Partners in Population and Development","011-256-414-705400","","P.O. Box 2666 Kampala,    Uganda","5","Untied",
"US-EIN-941655673-25138","for general operating support","","Africa","USD",500000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Partners in Population and Development","011-256-414-705400","","P.O. Box 2666 Kampala,    Uganda","5","Untied",
"US-EIN-941655673-29220","for PATH's Reproductive Health Global Program","","International","USD",1250000,0,0,0,0,0,"","2010-03-22","","2013-03-22","","","","","","","","PATH","(206) 285-3500","","P.O. Box 900922 Seattle, WA  98109","5","Untied",
"US-EIN-941655673-29019","for developing and implementing a monitoring and evaluation framework system","","International","USD",100000,0,0,0,0,0,"","2009-10-15","","2010-10-15","","","","","","","","PATH","(206) 285-3500","","P.O. Box 900922 Seattle, WA  98109","5","Untied",
"US-EIN-941655673-26622","for creating a business plan for the PATH Woman's Condom project","","International","USD",25000,0,0,0,0,0,"","2008-05-22","","2009-05-22","","","","","","","","PATH","(206) 285-3500","","P.O. Box 900922 Seattle, WA  98109","5","Untied",
"US-EIN-941655673-24732","for general operating support of PATH's Reproductive Health Strategic Program","","International","USD",1500000,0,0,0,0,0,"","2007-06-11","","2010-06-11","","","","","","","","PATH","(206) 285-3500","","P.O. Box 900922 Seattle, WA  98109","5","Untied",
"US-EIN-941655673-22724","for research on reproductive health technologies","","International","USD",200000,0,0,0,0,0,"","2006-02-02","","2007-02-02","","","","","","","","PATH","(206) 285-3500","","P.O. Box 900922 Seattle, WA  98109","5","Untied",
"US-EIN-941655673-24722","for general operating support","","International","USD",2000000,0,0,0,0,0,"","2007-06-11","","2010-06-11","","","","","","","","Pathfinder International","(617) 924-7200","","9 Galen Street
Suite 217 Watertown, MA  02472-4501","5","Untied",
"US-EIN-941655673-29293","for general operating support","","International","USD",1750000,0,0,0,0,0,"","2010-03-22","","2013-03-22","","","","","","","","Pathfinder International","(617) 924-7200","","9 Galen Street
Suite 217 Watertown, MA  02472-4501","5","Untied",
"US-EIN-941655673-27428","for developing and implementing a monitoring and evaluation framework","","International","USD",200000,0,0,0,0,0,"","2008-11-17","","2009-11-17","","","","","","","","Pathfinder International","(617) 924-7200","","9 Galen Street
Suite 217 Watertown, MA  02472-4501","5","Untied",
"US-EIN-941655673-26333","for emergency relief funding in Kenya","Kenya","","USD",100000,0,0,0,0,0,"","2008-03-10","","2008-09-10","","","","","","","","Pathfinder International","(617) 924-7200","","9 Galen Street
Suite 217 Watertown, MA  02472-4501","5","Untied",
"US-EIN-941655673-26013","for general operating support","","International","USD",2000000,0,0,0,0,0,"","2008-03-17","","2011-03-17","","","","","","","","Population Action International","(202) 557-3400","","1300 Nineteenth Street, N.W., Second Floor Washington, DC  20036-1609","5","Untied",
"US-EIN-941655673-22431","for general operating support","","International","USD",1300000,0,0,0,0,0,"","2006-02-27","","2008-02-27","","","","","","","","Population Action International","(202) 557-3400","","1300 Nineteenth Street, N.W., Second Floor Washington, DC  20036-1609","5","Untied",
"US-EIN-941655673-30312","for general operating support","","International","USD",1300000,0,0,0,0,0,"","2011-03-21","","2014-03-21","","","","","","","","Population Action International","(202) 557-3400","","1300 Nineteenth Street, N.W., Second Floor Washington, DC  20036-1609","5","Untied",
"US-EIN-941655673-29888","for organization planning","","International","USD",50000,0,0,0,0,0,"","2010-09-01","","2011-09-01","","","","","","","","Population Action International","(202) 557-3400","","1300 Nineteenth Street, N.W., Second Floor Washington, DC  20036-1609","5","Untied",
"US-EIN-941655673-22838","for general operating support","","International","USD",400000,0,0,0,0,0,"","2006-06-19","","2009-06-19","","","","","","","","Population Association of America, Inc.","(301) 565-6710","","8630 Fenton Street, Suite 722 Silver Spring, MD  20910-3812","5","Untied",
"US-EIN-941655673-25717","for planning and launching a challenge grant campaign","","International","USD",25000,0,0,0,0,0,"","2007-11-02","","2008-11-02","","","","","","","","Population Association of America, Inc.","(301) 565-6710","","8630 Fenton Street, Suite 722 Silver Spring, MD  20910-3812","5","Untied",
"US-EIN-941655673-27378","for membership development, travel grants program, international outreach, and Web site improvements","","International","USD",575000,0,0,0,0,0,"","2008-11-17","","2011-11-17","","","","","","","","Population Association of America, Inc.","(301) 565-6710","","8630 Fenton Street, Suite 722 Silver Spring, MD  20910-3812","5","Untied",
"US-EIN-941655673-26008","for a challenge grant campaign","","International","USD",250000,0,0,0,0,0,"","2008-03-17","","2011-03-17","","","","","","","","Population Association of America, Inc.","(301) 565-6710","","8630 Fenton Street, Suite 722 Silver Spring, MD  20910-3812","5","Untied",
"US-EIN-941655673-29198","for an emergency contraception initiative in Africa","","Africa","USD",300000,0,0,0,0,0,"","2009-11-19","","2010-11-19","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-28869","for the videoconferencing project","","International","USD",50000,0,0,0,0,0,"","2009-11-16","","2010-11-16","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-28776","for research on how family planning program efforts impact fertility desires","","Africa","USD",50000,0,0,0,0,0,"","2009-11-16","","2010-11-16","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-29825","for support of the Reproductive Health and Poverty, Gender and Youth programs","","International","USD",3000000,0,0,0,0,0,"","2010-11-15","","2014-11-15","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-25297","for general operating support","","International","USD",4500000,0,0,0,0,0,"","2007-11-19","","2010-11-19","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-23837","for an emergency contraception initiative in Africa","","Africa","USD",1085000,0,0,0,0,0,"","2006-10-16","","2008-10-16","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-28513","for a project to increase data demand by African journalists","Senegal; Ghana; Namibia","","USD",600000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-27217","for country case studies in Senegal, Uganda, Ghana, and Ethiopia","","Africa","USD",1100000,0,0,0,0,0,"","2008-08-08","","2009-02-08","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-27427","for developing and implementing a monitoring and evaluation framework","","International","USD",200000,0,0,0,0,0,"","2008-11-17","","2009-11-17","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-27740","for an analysis of the causes of fertility differences and population policy options in Africa","","Africa","USD",100000,0,0,0,0,0,"","2008-11-20","","2009-11-20","","","","","","","","Population Council, Inc.","(212) 339-0663","","One Dag Hammarskjold Plaza New York, NY  10017-2201","5","Untied",
"US-EIN-941655673-30339","for communication and dissemination of population-poverty research","","International","USD",400000,0,0,0,0,0,"","2010-11-24","","2011-11-24","","","","","","","","Population Reference Bureau, Inc.","(202) 483-1100","","1875 Connecticut Avenue, N.W.
Suite 520 Washington, DC  20009-5728","5","Untied",
"US-EIN-941655673-28645","for work with African journalists to increase the use of data for development planning","Uganda; Tanzania; Kenya","","USD",600000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","Population Reference Bureau, Inc.","(202) 483-1100","","1875 Connecticut Avenue, N.W.
Suite 520 Washington, DC  20009-5728","5","Untied",
"US-EIN-941655673-27734","for the Demographic Data for Development Decision-Making project","","Africa","USD",100000,0,0,0,0,0,"","2008-11-20","","2009-05-20","","","","","","","","Population Reference Bureau, Inc.","(202) 483-1100","","1875 Connecticut Avenue, N.W.
Suite 520 Washington, DC  20009-5728","5","Untied",
"US-EIN-941655673-23240","for general operating support of its Centers of Research Excellence in Population/Reproductive Health and Economic Development program","","International","USD",3300000,0,0,0,0,0,"","2006-06-19","","2008-06-19","","","","","","","","Population Reference Bureau, Inc.","(202) 483-1100","","1875 Connecticut Avenue, N.W.
Suite 520 Washington, DC  20009-5728","5","Untied",
"US-EIN-941655673-24293","for general operating support of PRB's Dissertation Fellowship in Population, Reproductive Health and Economic Development program","","International","USD",200000,0,0,0,0,0,"","2006-12-07","","2009-12-07","","","","","","","","Population Reference Bureau, Inc.","(202) 483-1100","","1875 Connecticut Avenue, N.W.
Suite 520 Washington, DC  20009-5728","5","Untied",
